title,release_year,language,overview,vote_average,vote_count,popularity
Iron Sky: The Coming Race,2019.0,Amerikanisch,"29 years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. An old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity, they must battle the Vril, an ancient shapeshifting reptilian race, and their army of dinosaurs.",5.123,389.0,13.44
Adrift,2018.0,Amerikanisch,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",6.851,2544.0,18.438
Apostle,2018.0,Amerikanisch,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",6.109,1404.0,14.933
Chevalier,2023.0,Amerikanisch,"The illegitimate son of an African slave and a French plantation owner, Joseph Bologne rises to improbable heights in French society as a celebrated violinist-composer and fencer, complete with an ill-fated love affair and a falling out with Marie Antoinette and her court.",6.296,98.0,10.699
Playing with Dolls,2015.0,Amerikanisch,A serial killer is purposely released from an asylum for the criminally insane so that he can continue his rampage.,3.2,28.0,13.766
I Feel Pretty,2018.0,Amerikanisch,A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.,6.389,2017.0,20.178
Every Day,2018.0,Amerikanisch,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",7.236,2188.0,18.677
Inherit the Viper,2019.0,Amerikanisch,"Since the death of their father, the Riley siblings have kept their heads above water by illegally dealing in painkillers. Josie is managing the business with an iron fist, when her brother, War veteran Kip, is concerned that the risky business is increasingly turning them into outsiders in their small community. While Kip wants to keep his younger brother out of their illegal endeavors, his younger brother is already making plans of his own.",5.55,70.0,10.778
Always Shine,2016.0,Amerikanisch,"On a trip to Big Sur, two friends, both actresses, try to reconnect with one another. Once alone, the women's suppressed jealousies and deep-seated resentments begin to rise, causing them to lose their grasp on not only the true nature of their relationship, but also their identities.",5.332,134.0,10.663
Hot Tub Time Machine 2,2015.0,Amerikanisch,"After their first adventure with the Hot Tub Time Machine, Lou and Nick are living very well off their ill-gotten gains, while Jacob still cannot rely on Lou to be a positive role model. When an unknown assailant breaks into Lou's mansion and shoots him, Nick and Jacob take him for another trip in the hot tub. They emerge in the year 2025, where they must figure out who shot Lou and prevent it from happening again.",5.219,900.0,12.169
Left Behind: Rise of the Antichrist,2023.0,Amerikanisch,"After millions of people vanish and the world falls into chaos, a charismatic leader rises to lead the UN. However, his intentions are more sinister than they appear.",4.9,19.0,14.263
Flatliners,2017.0,Amerikanisch,"Five medical students, hoping to understand the mystery of what lies beyond life, embark on a dangerous experiment. When their hearts are stopped for a short period of time, they have a near-death experience…",5.665,2243.0,24.839
Amsterdam,2022.0,Amerikanisch,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in American history.",6.058,1450.0,15.937
Status Update,2018.0,Amerikanisch,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",7.345,515.0,16.167
Wild Life,2023.0,Amerikanisch,"From Oscar-winning filmmakers Chai Vasarhelyi and Jimmy Chin, ""Wild Life"" follows conservationist Kris Tompkins on an epic, decades-spanning love story as wild as the landscapes she dedicated her life to protecting. After falling in love in mid-life, Kris and the outdoorsman and entrepreneur Doug Tompkins left behind the world of the massively successful outdoor brands they'd helped pioneer like Patagonia, The North Face, and Esprit, and turned their attention to a visionary effort to create National Parks throughout Chile and Argentina. ""Wild Life"" chronicles the highs and lows of their journey to effect the largest private land donation in history.",7.1,11.0,16.024
Darkest Hour,2017.0,Amerikanisch,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",7.353,5003.0,24.797
Norm of the North: Keys to the Kingdom,2018.0,Amerikanisch,"When Norm returns to New York, he is falsely accused of a crime and must work with his pals to get the case dismissed while also protecting his kingdom in a winner-take-all hockey tournament.",5.1,36.0,24.781
Extinction,2020.0,Amerikanisch,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",6.327,668.0,16.912
Apex,2021.0,Amerikanisch,"Ex-cop Thomas Malone is serving a life sentence for a crime he didn’t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.",5.205,564.0,23.168
Maudie,2016.0,Amerikanisch,Canadian folk artist Maud Lewis falls in love with a fishmonger while working for him as a live-in housekeeper.,7.8,468.0,17.903
Catering Christmas,2022.0,Amerikanisch,"A fledgling caterer, Molly Frost, is hired by Jean Harrison, the perfectionistic director of the renowned Harrison Foundation, to cater this year’s annual Christmas Gala dinner. Things get complicated when Molly falls for Jean’s nephew, Carson, 30s, a travel photographer with no desire to take over the family’s foundation… until his aunt assigns him to the task of making sure the catered dinner goes perfectly.",6.324,105.0,12.924
The Little Things,2021.0,Amerikanisch,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",6.33,2442.0,15.909
Second Act,2018.0,Amerikanisch,"Value Shop assistant manager Maya Vargas wants only one thing for her 43rd birthday -- a promotion. While her résumé may not scream upper management, her track record certainly does; she is an innovator who listens to her customers and delivers results. When she loses the job to a college-educated candidate, Maya sets out to prove to Madison Avenue that street smarts are as valuable as book smarts -- and it's never too late for a second act.",6.349,1177.0,14.153
Jackass Forever,2022.0,Amerikanisch,"The Jackass crew, along with some newcomers, returns for one final round of hilarious, absurd, and dangerous stunts.",6.827,764.0,24.682
Spiderhead,2022.0,Amerikanisch,A prisoner in a state-of-the-art penitentiary begins to question the purpose of the emotion-controlling drugs he's testing for a pharmaceutical genius.,5.8,1505.0,16.665
Last Looks,2022.0,Amerikanisch,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",5.862,293.0,22.658
High Life,2018.0,Amerikanisch,A father and his daughter struggle to survive in deep space where they live in isolation.,5.75,1073.0,12.145
Psych: The Movie,2017.0,Amerikanisch,"The ambitious friends come together during the holidays after a mystery assailant targets one of their own. A comedic thrill-ride follows, as the wild and unpredictable Psych team pursues the bad guys, justice … and, of course, food!",7.305,218.0,14.894
Miss Americana,2020.0,Amerikanisch,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",7.914,582.0,19.896
Red Stone,2021.0,Amerikanisch,"With one bullet, Motley’s life spirals out of control as he’s forced to go on the run from the ruthless crime lord, Jed Haywood. The brother of Haywood's best friend Boons recently died in a terrible car accident and today is the funeral. He has 10 hours to bring Motley in and get to the cemetery. Over the course of a day, Motley and Boon play a game of cat and mouse as their fate brings them together for a climatic showdown.",5.63,27.0,19.213
The Scorpion King 4: Quest for Power,2015.0,Amerikanisch,"When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",5.1,211.0,17.139
Little Dixie,2023.0,Amerikanisch,"Erstwhile Special Forces operative Doc Alexander is asked to broker a truce with the Mexican drug cartel in secrecy. When Oklahoma Governor Richard Jeffs celebrates the execution of a high-ranking cartel member on TV, his Chief of Staff and Doc inform him about the peace he just ended. But it’s too late, as Cuco, the cartel’s hatchet man, has set his vengeful sights on Doc’s daughter Dixie.",5.807,137.0,24.583
Badland,2019.0,Amerikanisch,"Detective Matthias Breecher, hired to track down the worst of the Confederate war criminals, roams the Old West seeking justice. His resolve is tested when he meets a determined pioneer woman who is far more than she seems.",6.2,111.0,11.144
I Used to Be Famous,2022.0,Amerikanisch,A former boy band star unexpectedly gets a second shot at success when he forms a bond with a gifted young drummer.,7.033,182.0,20.156
The Night House,2021.0,Amerikanisch,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",6.612,1103.0,16.897
First Reformed,2018.0,Amerikanisch,A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.,6.997,1305.0,10.516
White Noise,2022.0,Amerikanisch,"Jack Gladney, professor of Hitler studies at The-College-on-the-Hill, husband to Babette, and father to four children/stepchildren, is torn asunder by a chemical spill from a rail car that releases an ""Airborne Toxic Event"" forcing Jack to confront his biggest fear - his own mortality.",5.573,658.0,13.406
Day of Reckoning,2017.0,Amerikanisch,"Some years ago, the world experienced a ""day of reckoning"" when creatures came up from below and purged humanity of evil. Now, it is happening again.",4.75,64.0,17.552
Inside the Mind of a Cat,2022.0,Amerikanisch,Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.,7.291,208.0,12.899
The Lost Daughter,2021.0,Amerikanisch,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,6.543,936.0,13.643
The Princess Switch,2018.0,Amerikanisch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",7.015,2178.0,14.632
Jexi,2019.0,Amerikanisch,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",6.811,1173.0,11.632
One Crazy Summer: A Look Back at Gravity Falls,2018.0,Amerikanisch,"A look behind-the-scenes at the making of Gravity Falls, featuring interviews from numerous cast and crew members.",7.833,6.0,24.478
Megalodon,2018.0,Amerikanisch,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",5.523,283.0,10.629
Sharper,2023.0,Amerikanisch,"A small, wealthy family in New York City gets progressively torn apart by secrets, lies, and the theft that orchestrates all of it.",6.97,492.0,16.154
Camp Hideout,2023.0,Amerikanisch,"Noah is a troubled teen who nearly gets caught stealing a top-secret gadget from some big city thugs. After barely escaping, he decides to hide out at a summer camp that's run by the eccentric Falco and counselors Jake and Selena. As Noah tries to blend in with the rest of the rowdy campers, his crooked partners show up to steal the classified item, now in his possession.",5.4,15.0,23.871
Seal Team,2021.0,Amerikanisch,"After his best friend is killed in a shark attack, Quinn, a lovable yet tenacious seal assembles a SEAL TEAM to fight back against a gang of sharks overtaking the neighborhood. But this merry band of international seals are not at all trained for such a mission. They seek the help of a much more skillful combatant, Claggart, but even his tricks and flips can’t whip these guys into shape. However, with a little bit of ingenuity, intelligence and a lot of heart, our SEAL TEAM may actually be able to bring peace back to their undersea community.",6.9,224.0,16.137
Battle of the Sexes,2017.0,Amerikanisch,The true story of the 1973 tennis match between world number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,6.772,1825.0,16.376
Being James Bond,2021.0,Amerikanisch,"Daniel Craig candidly reflects on his 15 year adventure as James Bond. Including never-before-seen archival footage from Casino Royale to the upcoming 25th film No Time To Die, Craig shares his personal memories in conversation with 007 producers, Michael G Wilson and Barbara Broccoli.",7.762,82.0,17.096
Hard Target 2,2016.0,Amerikanisch,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",6.063,246.0,14.624
Brain on Fire,2017.0,Amerikanisch,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",7.049,1349.0,16.875
Do You Believe?,2015.0,Amerikanisch,"When a pastor is shaken by the visible faith of a street-corner preacher, he is reminded that true belief always requires action. His response ignites a journey that impacts everyone it touches in ways that only God could orchestrate.",6.6,132.0,15.121
Man Down,2015.0,Amerikanisch,"When a U.S. Marine returns home from Afghanistan, he finds that the place he once called home is no better than the battlefields he fought on overseas. Accompanied by his best friend, he searches desperately for the whereabouts of his estranged son and wife. In their search, the two intercept a man carrying vital information about his family.",6.066,259.0,11.62
Long Shot,2019.0,Amerikanisch,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",6.7,2629.0,24.398
Little,2019.0,Amerikanisch,"Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.",6.882,704.0,17.121
Play Dead,2022.0,Amerikanisch,"Criminology student Chloe fakes her own death to break into a morgue, in order to retrieve a piece of evidence that ties her younger brother to a crime gone wrong. Once inside, she discovers that a sadistic coroner is using the corpses for his sick and twisted business, and when he realises that Chloe still has a pulse, a terrifying game of cat and mouse ensues.",6.088,148.0,17.641
South Park the Streaming Wars Part 2,2022.0,Amerikanisch,A drought has brought the town of South Park to the brink of disaster.,7.255,137.0,11.133
Tag,2018.0,Amerikanisch,"For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",6.707,3071.0,17.616
A Day to Die,2022.0,Amerikanisch,"A disgraced parole officer is indebted to a local gang leader and forced to pull off a series of dangerous drug heists within twelve hours in order to pay the $2 million dollars he owes, rescue his kidnapped pregnant wife, and settle a score with the city's corrupt police chief, who is working with the gang leader and double-crossed him years ago.",5.8,211.0,13.126
Extinction,2015.0,Amerikanisch,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.",6.181,645.0,13.359
The Magician's Elephant,2023.0,Amerikanisch,"Peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. His only question is: is his sister still alive? The answer, that he must find a mysterious elephant and the magician who will conjure it, sets Peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.",6.906,202.0,20.139
Manchester by the Sea,2016.0,Amerikanisch,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",7.547,5771.0,20.859
The Portable Door,2023.0,Amerikanisch,"Paul and Sophie, interns at a mysterious London firm, become steadily aware their employers Humphrey and Dennis are anything but conventional – they are disrupting the world of magic by bringing modern corporate strategy to ancient magical practices.",6.6,203.0,14.137
Chemical Hearts,2020.0,Amerikanisch,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",7.351,1104.0,11.615
The Outpost,2020.0,Amerikanisch,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",6.9,1019.0,24.266
STILL: A Michael J. Fox Movie,2023.0,Amerikanisch,A short kid from a Canadian army base becomes the international pop culture darling of the 1980s—only to find the course of his life altered by a stunning diagnosis. What happens when an incurable optimist confronts an incurable disease?,7.631,149.0,17.881
Secrets of the Saqqara Tomb,2020.0,Amerikanisch,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",7.34,131.0,10.611
Madagascar: A Little Wild Holiday Goose Chase,2021.0,Amerikanisch,"Melman the Giraffe meets Hank, a goose who has been separated from his family and along with his friends, they embark on a wild goose chase around the city to reunite Hank with his merry flock.",6.7,20.0,10.39
Meet the Blacks,2016.0,Amerikanisch,"As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",4.773,286.0,10.386
Perpetrator,2023.0,Amerikanisch,"Jonny Baptiste is a reckless teen sent to live with her estranged Aunt Hildie. On the event of her eighteenth birthday, she experiences a radical metamorphosis: a family spell that redefines her called Forevering. When several teen girls go missing at her new school, a mythically feral Jonny goes after the Perpetrator.",4.344,32.0,12.604
Brothers by Blood,2020.0,Amerikanisch,"Peter and Michael, raised on the streets of Philadelphia, are the children of Irish mob members, forever linked by the crimes of their fathers. 30 years later, Michael now runs the criminal organization and lusts for more power, his dangerous antics frequently held in check by his cautious cousin Peter. Haunted by the death of his sister, whose passing destroyed both his parents, Peter is caught between the dreams of childhood and the realities of his life as an enforcer. His only reprieve is a local boxing gym, a sanctuary that is quickly threatened as Michael’s desire for control escalates.",5.793,169.0,13.606
Corrective Measures,2022.0,Amerikanisch,"Set in San Tiburon, the world's most dangerous maximum-security penitentiary and home to the world's most treacherous superpowered criminals, where tensions among the inmates and staff heighten, leading to anarchy that engulfs the prison and order is turned upside down.",5.0,84.0,13.883
Fear Street: 1666,2021.0,Amerikanisch,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",7.124,1668.0,20.608
The Lost King,2022.0,Amerikanisch,"An amateur historian defies the academic establishment in her efforts to find King Richard III's remains, which were lost for over 500 years.",6.525,140.0,10.366
The Beach Bum,2019.0,Amerikanisch,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",5.656,489.0,10.365
Interceptor,2022.0,Amerikanisch,A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,6.048,718.0,12.362
The War with Grandpa,2020.0,Amerikanisch,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",6.445,935.0,15.852
Swallowed,2022.0,Amerikanisch,"Benjamin and Dom have been best friends since they were kids. On their last night together, Dom plans to send Benjamin off with a pocketful of cash. All he has to do is deliver a package over the border for a friend...",5.732,41.0,10.357
The Little Prince,2015.0,Amerikanisch,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",7.611,2759.0,19.092
The Mauritanian,2021.0,Amerikanisch,"The true story of the Mauritanian Mohamedou Ould Slahi, who was held at the U.S military's Guantanamo Bay detention center without charges for over a decade and sought help from a defense attorney for his release.",7.427,1069.0,15.85
Hellraiser: Judgment,2018.0,Amerikanisch,"Three detectives trying to stop a diabolical serial killer are sucked into a maze of otherworldly horror, where hellish denizens including the Auditor, the Assessor, and the Jury await to pass judgment.",5.232,299.0,15.092
Fireheart,2022.0,Amerikanisch,The film explores the world of firefighters in 1920s New York City and tells the story of a 16-year-old girl who will have to become a hero in order to save her city.,7.252,246.0,19.602
Christmas Inheritance,2017.0,Amerikanisch,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",6.289,813.0,10.325
Strawberry Shortcake and the Beast of Berry Bog,2023.0,Amerikanisch,Strawberry Shortcake and friends must solve the mystery of the big scary monster ruining the spooky season.,6.625,24.0,12.853
Downsizing,2017.0,Amerikanisch,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,5.363,3766.0,14.588
Girls Trip,2017.0,Amerikanisch,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",6.843,1483.0,14.836
Kimi,2022.0,Amerikanisch,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.",6.22,851.0,18.099
Billy Lynn's Long Halftime Walk,2016.0,Amerikanisch,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad – contrasting the realities of war with America's perceptions.,6.013,550.0,14.835
Shaun the Sheep Movie,2015.0,Amerikanisch,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",6.974,1368.0,17.579
The Layover,2017.0,Amerikanisch,"When their plane is rerouted due to a hurricane warning, two single female best friends find themselves competing for the same guy during an extended layover in St. Louis.",5.38,685.0,14.33
Pig,2021.0,Amerikanisch,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,6.651,1369.0,14.089
The Tax Collector,2020.0,Amerikanisch,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,5.658,465.0,24.01
Spinning Man,2018.0,Amerikanisch,"Evan Birch is a family man and esteemed professor at a distinguished university. When a female student goes missing, police Detective Malloy has reason to be suspicious when crucial evidence makes Evan the prime suspect in her disappearance.",5.564,423.0,12.079
Concussion,2015.0,Amerikanisch,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",7.088,2506.0,24.006
The Marine 5: Battleground,2017.0,Amerikanisch,"While working as an EMT back stateside Jake Carter after responding to a distress call, finds himself caught up protecting a person of interest from a biker gang ruthlessly hunting them down.",6.5,157.0,14.078
The Boss Baby,2017.0,Amerikanisch,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",6.448,7008.0,13.231
Nightbooks,2021.0,Amerikanisch,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",6.122,369.0,16.836
Maggie,2015.0,Amerikanisch,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",5.374,1561.0,15.503
How to Be Single,2016.0,Amerikanisch,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",6.254,3171.0,22.825
The Son of Bigfoot,2017.0,Amerikanisch,"Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!",6.526,478.0,23.979
The Case for Christ,2017.0,Amerikanisch,"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",6.817,271.0,16.575
Shadow in the Cloud,2020.0,Amerikanisch,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,5.839,952.0,17.079
What You Wish For,2023.0,Amerikanisch,A chef with gambling problems flees to the Latin American villa of an old friend who appears to be living an extraordinary life.,6.605,38.0,15.499
13 Minutes,2021.0,Amerikanisch,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.",5.965,212.0,13.331
Crimes of the Future,2022.0,Amerikanisch,"With his partner, a celebrity performance artist publicly showcases the metamorphosis of his organs in avant-garde performances. An investigator from the National Organ Registry obsessively tracks their movements, which is when a mysterious group is revealed... Their mission — to use the artist's notoriety to shed light on the next phase of human evolution.",6.066,1053.0,15.085
The Two Popes,2019.0,Amerikanisch,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",7.499,2803.0,15.322
Rumble,2021.0,Amerikanisch,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",6.799,501.0,13.825
The Pigeon Tunnel,2023.0,Amerikanisch,"Academy Award winner Errol Morris pulls back the curtain on the storied life and career of David Cornwell, the former spy known to the literary world as John le Carré.",6.7,25.0,10.241
Fatale,2020.0,Amerikanisch,"After a wild one-night stand, successful sports agent Derrick Tyler watches his perfect life slowly disappear when he discovers the sexy and mysterious woman he risked everything for is determined police detective Valerie Quinlan who entangles him in her latest investigation. As he desperately tries to put the pieces together, he falls deeper into her trap, risking his family, his career, and even his life.",5.989,330.0,10.823
Downfall: The Case Against Boeing,2022.0,Amerikanisch,Investigators reveal how Boeing’s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.,7.07,164.0,12.828
Polite Society,2023.0,Amerikanisch,"Martial artist-in-training Ria Khan believes she must save her older sister Lena from her impending marriage. After enlisting the help of her friends, Ria attempts to pull off the most ambitious of all wedding heists in the name of independence and sisterhood.",6.349,159.0,14.595
Regular Show: The Movie,2015.0,Amerikanisch,"After a high school lab experiment goes horribly wrong, Mordecai and Rigby must go back in time to battle an evil volleyball coach in order to save the universe — and their friendship.",7.892,371.0,15.312
The VelociPastor,2018.0,Amerikanisch,"After losing his parents, a priest travels to China, where he inherits a mysterious ability to turn into a dinosaur. At first horrified by this new power, a prostitute convinces him to fight crime. And ninjas.",5.209,184.0,10.227
Murder City,2023.0,Amerikanisch,A disgraced former cop finds himself working for a ruthless female kingpin to pay off his estranged father’s debt and protect his family.,6.25,7.0,12.555
Office Christmas Party,2016.0,Amerikanisch,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",5.675,2019.0,11.557
The Death of Stalin,2017.0,Amerikanisch,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?",7.011,1831.0,18.308
Jiu Jitsu,2020.0,Amerikanisch,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",4.817,599.0,15.062
Wonder Park,2019.0,Amerikanisch,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",6.5,687.0,23.792
The Silence,2019.0,Amerikanisch,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",6.033,1532.0,15.308
The Kitchen,2023.0,Amerikanisch,"Izi's close to escaping The Kitchen, one of London's last remaining housing estates. But when young Benji enters his life, he faces some hard decisions.",4.8,151.0,18.352
