title,release_year,language,overview,vote_average,vote_count,popularity
Todesurteil - Nemez und Sneijder ermitteln,2021.0,Deutsch,"Sabine Nemez is now studying at the BKA academy with the eccentric forensic scientist Sneijder.  Although she is shocked by the death of her boyfriend, her lecturer puts the young investigator on three unsolved murders.  Second case of the duo after Andreas Gruber.",5.8,2.0,1.4
Die Unsichtbaren,2023.0,Deutsch,"The film follows the career of detective inspector Marianne Atzeroth-Freier through the Hamburg police force of the 80s and 90s. At the end of the 70s, Marianne is 30 years old and a single parent; she becomes one of Hamburg's first female police officers. Marianne is one of the first women ever to be promoted to the Hamburg homicide squad. The opposing forces in this male-dominated world are strong, she is not really taken seriously and is even bullied along the way, until she comes to the attention of the furrier Lutz R.. Against the considerable resistance of her superior, Marianne investigates in her spare time and makes a significant contribution to solving the case of the ""acid barrel murderer"".",0.0,0.0,1.611
Rocco and His Brothers - Radical Action Art from Berlin,2023.0,Deutsch,"They are known as ""shock activists"", surprising again and again with radical-provocative, often illegal art actions. Up-close insights into the work of the artist collective and the Berlin graffiti scene.",0.0,0.0,1.633
Ground Control,2022.0,Deutsch,"A journey to an unknown star, a children's theatre play, an untalented writer and the fear of becoming the worst version of oneself. A mixture of live-action footage and animated scenes. A stream of (un)conscious stereotypes.",0.0,0.0,2.128
Paradise,2023.0,Deutsch,A man sees the dark side of the time-manipulating biotech company he works for when a crushing debt forces his wife to give up 40 years of her own life.,6.556,561.0,13.872
Why Are We (Not) Creative?,2021.0,Deutsch,"In this second installment of his exploration of creativity, Hermann Vaske looks for factors that inhibit it. He asks artists, activists, and thinkers about things that kill their creativity.",6.0,1.0,3.66
Patent Ochsner MTV Unplugged Tonbildshow,2022.0,Deutsch,"MTV Unplugged Tonbildshow - Unplugged Concert from Patent Ochsner, one of Switzerland's best-known rock bands",0.0,0.0,1.054
Milch Mädchen,2021.0,Deutsch,"Based on a Poem by Fabi De Luca  She always thought something like this wouldn‘t happen to her.  No man would disgrace himself because of her.  Of course she is used to sexist comments,  after all she gets spoiled with them every day.",9.0,1.0,3.158
The Cleaners,2018.0,Deutsch,"A deep dive into the hidden industry of digital cleaning, which rids the Internet of unwanted violence, porn and political content.",7.219,48.0,3.198
The Painter,2021.0,Deutsch,"Being one of the most significant, contemporary painters, Albert Oehlen’s approach is complete refusal of the common art circus. In its own way the Film reﬂects this very stance. Likewise, it questions the purpose of obsolete thinking patterns created by white straight male artists of a certain age that have dominated the art world for centuries.",0.0,0.0,0.993
Dreamgirls,2015.0,Deutsch,"Parallel love stories of three young women in Berlin: Hannah - an unhappy attorney who sexually demeans herself in order to get at least some love and romance, Leni who runs a coffee shop and has just been ditched by her long term boyfriend, and Vivienne who ends up falling in love with a puppy-eyed pasta designer with 21 dogs.",5.808,146.0,5.323
Im Speckmantel,2018.0,Deutsch,"When David visits his family for Christmas, a family encounter of an especially evil kind awaits him. Ironically on Christmas Eve, he realizes that his family has abandoned all sense of brotherly love and liberal values. They are afraid. Afraid of change, afraid that something will be taken away from them. David can’t handle the latent racist talk and shirtfronts his parents. The fact that his father, the very man he has always looked up to, is now spewing right-wing propaganda, shocks him. David cannot simply ignore it.",0.0,0.0,1.995
La Buena Vida - The Good Life,2015.0,Deutsch,"The village of Tamaquito lies deep in the forests of Colombia. Here, nature provides the people with everything they need. But the Wayúu community's way of life is being destroyed by the vast and rapidly growing El Cerrejón coal mine. Determined to save his community from forced resettlement, the leader Jairo Fuentes negotiates with the mine's operators, which soon becomes a fight to survive.",7.2,6.0,2.137
Songs of Repression,2021.0,Deutsch,"At the foot of the Andes Mountains in Chile lies an idyllic German colony called Villa Baviera. However, the beauty of the place – formerly known as Colonia Dignidad – hides a grim past. Systematic child-abuse, medical experiments, torture chambers and mass graves are part of its history. Today, 120 inhabitants still live their lives in the colony which has since changed its name to Villa Baviera and where a disturbing blend of religious fanaticism and extreme conservatism still holds sway.",7.0,2.0,1.84
Daniel Brühl: Breaking Bad,2023.0,Deutsch,"A portrait of the Spanish-German actor Daniel Brühl, a versatile performer capable of moving easily from the gentlest to the darkest role.",1.0,1.0,3.626
Rumspringa,2022.0,Deutsch,"During a trip to Berlin, a young Amish in the middle of a rite of passage reconnects with his roots, explores other ways of life, falls in love — and faces a big decision.",5.379,58.0,3.611
Jonathan,2016.0,Deutsch,"A young man struggles with the pressure of caring for his terminally ill father while trying to unlock a secret that his father seems determined to keep from him. The story takes another dramatic turn when Ron, Burghardt’s long-lost friend from his youth, re-appears — and a well-kept family secret is uncovered.",6.5,40.0,5.905
Maret,2023.0,Deutsch,"After losing part of her memory, Maret, 44, sets out to find out who she used to be. She learns about the many different life paths she followed, in none of which anything was ever really achieved. A profoundly unhappy person in a never-ending, headlong rush. A doctor on the island of Lanzarote offers to put this restlessness to an end through brain surgery. A promise of peace and satisfaction.  Will Maret proceed with the surgery that would take away part of her being - or not?",0.0,0.0,1.945
Sugar Sand,2017.0,Deutsch,"End of the 1970s in East Germany: Fred and Jonas are close friends. The 10-year-olds live near at the German-German frontier. After the mother from Jonas has made an exit application, the boys have to recognize that they are soon separated from each other. But they want to dig a tunnel to Australia to meet there themselves again. When Jonas should leave the country with his mother this night changes everything.",5.2,4.0,2.517
Mall,2020.0,Deutsch,"A theft with consequences: When introverted Didi is caught stealing a toy mermaid, his hyper-masculine father does not know how to handle it.",0.0,0.0,2.285
In the Aisles,2018.0,Deutsch,"Christian, a reclusive young man from Leipzig, gets a job working the night shift at a big-box store. He's trained to stocks goods and operate a forklift by Bruno, a wistful former truck driver, who introduces Christian to a colorful group of overnight workers, including Marion, with whom Christian develops a troubled infatuation.",6.923,162.0,7.624
Exit,2020.0,Deutsch,"Year 2047: ""Inifinitalk"" is the AI developed by some guys, offering possible eternal life through digitization of peoples mind and when they want to sell it they get into major trouble.",6.0,17.0,2.143
The Kennedy Dynasty,2023.0,Deutsch,"The story of a powerful political and economic dynasty, fundamental to understanding the turbulent destiny of the United States of America throughout the 20th century; of nine brothers who had truly extraordinary lives, marked by both greatness and tragedy: the story of the Kennedy family.",7.5,2.0,4.042
Sandstern,2018.0,Deutsch,"Set in West Germany in the 1980s, the tormented destiny of a young Turk confronted with uprooting and illness...",5.9,7.0,2.311
Unrest,2022.0,Deutsch,"In 1877, in a watch factory in a valley in north-western Switzerland, Josephine produces balance spindles, tiny parts that ensure the agitation movement (""unrueh"") of the mechanical watches. She soon grows uneasy with the organisation of work and possession in the village and its factory and joins the anarchist worker movement of the local watchmakers. There she meets Piotr Kropotkin, a moony Russian traveller. The two of them meet at a time when new technologies such as time measurement, photography and the telegraph are transforming the social order and anarchist discourse is addressing emerging nationalism. During a walk in the woods, Josephine and Piotr ask themselves whether time, money and the government are not all but fictions.",6.4,34.0,3.242
"My Brother, My Love",2018.0,Deutsch,"Lena is in love with her brother Noah. In the desperate attempt to conquer her feelings, she retreats into a world of her own.",5.4,5.0,11.404
The Price of Protest,2019.0,Deutsch,"United States, September 1st, 2016. American football player Colin Kaepernick kneels during the national anthem, protesting police brutality against black people. Part of the population regards the gesture as an unacceptable affront to the flag. Later, he loses his place on his team. Today, however, he is considered by many as a true hero.",7.6,10.0,2.332
Zorn - Kalter Rauch,2017.0,Deutsch,"In the fifth film in the series, the two chief commissioners Zorn and Schröder again investigate a truly tricky case in Halle. The script was written by Stephan Ludwig, who wrote the novel as in the previous productions. Directed by the crime-experienced Andreas Herzog. In addition to the two proven chief commissioner actors Stephan Luca and Axel Ranisch play again u. a. Alice Dwyer the prosecutor Borck and Katharina Nesytowa Zorn's girlfriend Malina.",5.7,3.0,1.072
God of Happiness,2015.0,Deutsch,"Giorgi, a Georgian unemployed actor and tragic looser is suddenly confronted with the arrival of his 15-year old daughter Tina whom he hasn't seen for 10 years. Together with his black lover-to-rent room mate Ngudu and the wooden-legged soap opera actress Mia he desperately tries to show Tina a fake life of a rich man who's got everything, including a big car and a villa. But things go wrong and his daughter isn't that stupid. So soon she starts enjoying the pure chaos around her until all secrets are revealed.",0.0,0.0,1.22
The Silent Forest,2022.0,Deutsch,"As a forestry student doing an internship, Anja Grimm ends up in that remote area in the Upper Palatinate Forest, where she went on vacation with her parents as an eight-year-old girl and her father disappeared without a trace. Her job is to take soil samples to create a soil map. At one point in the forest floor she comes across abnormal irregularities. Not long after their arrival, a brutal murder occurs. Anja soon arouses suspicion and hostility not only among the villagers with her suspicion that the perpetrator knows something about her father's fate and with her questions about the atypical soil composition in the forest clearing. Even the police react extremely reservedly to their investigations. And when it turns out that the young woman can read the signs of the forest like an open book, forces mobilize in the village who are apparently ready for anything because there is a dark secret that needs to be kept.",5.871,35.0,7.432
Schlingensief – A Voice That Shook the Silence,2020.0,Deutsch,"Using unpublished and newly digitalised archive footage and film material, Bettina Böhler has brilliantly assembled this film about the life and work of the exceptional artist Christoph Schlingensief, who died in 2010.",6.0,7.0,1.561
Drachenjungfrau,2016.0,Deutsch,"The body of a teenage girl is found at the foot of a waterfall, a heart-shaped stone in her hand. The investigation leads the police on the trail of a local legend.",6.364,11.0,2.756
Lassie Come Home,2020.0,Deutsch,"12-year-old Florian and his beloved dog Lassie live in an idyllic village in the German countryside. When Florian's father loses his job, the family have to move into a small apartment where there are no dogs allowed. Lassie is given away to another family, but Florian and Lassie yearn to be reunited again so Florian sets out on an adventure to find his best friend.",6.51,96.0,10.325
Original Bliss,2016.0,Deutsch,"Helen Brindel is trapped in a violent marriage and the prison of her faith when she falls in love with a scholar, Professor Eduard Gluck. But he’s a secret porn addict. Slowly, carefully, two very different individuals get to know each other.",5.1,15.0,1.925
Lassie Come Home,2020.0,Deutsch,"12-year-old Florian and his beloved dog Lassie live in an idyllic village in the German countryside. When Florian's father loses his job, the family have to move into a small apartment where there are no dogs allowed. Lassie is given away to another family, but Florian and Lassie yearn to be reunited again so Florian sets out on an adventure to find his best friend.",6.51,96.0,10.325
The Sad Ballad of Isabell K.,2020.0,Deutsch,"Isabell can't get over her dog's death. Unable to overcome her grief and surrounded by happy dog owners, she decides that no one else should have a dog.",0.0,0.0,2.422
Toro,2015.0,Deutsch,"Friends Toro and Victor struggle with drug addiction and male prostitution in a hostile environment. When they lose all their money, their longstanding friendship is put to the test.",6.0,13.0,2.064
The Best is Yet to Come,2023.0,Deutsch,"The close friendship between Arthur and Felix is put to the test when one lends the other his health insurance card. Arthur finds out that Felix is terminally ill, but Felix doesn't know it yet. However, because he doesn't have the courage to break the bad news and bitter truth to his friend, he soon becomes entangled in a web of lies and suddenly the tables are turned: Felix, who is actually terminally ill, believes that the healthy Arthur is actually going to die soon. He selflessly agrees to care for Arthur and give him a good time in the supposedly last days of his life. This actually gives Arthur a new perspective on life and Felix also starts to change: He manages to open his heart and learns to love bit by bit.",5.5,4.0,2.492
Das Leben Danach,2017.0,Deutsch,"Tells the story of Antonia(Jella Haase), who survived the 2010 Love Parade tragedy in Duisburg and how she is dealing with her life after the incident in which 21 people lost their life and more than 500 got injured.",5.273,11.0,1.944
A Fish Swimming Upside Down,2020.0,Deutsch,"Andrea, a woman without a past, is the object of both Philipp’s and his son’s desire. A love triangle filled with expectations, longing and fears leaves open the speculation of who knows what about whom.",6.3,9.0,4.755
Four Against the Bank,2016.0,Deutsch,"After losing their respective nest eggs thanks to a bumbling bank employee, three men use him to plot a bold and batty heist to get their money back.",5.9,156.0,7.353
Bruja,2019.0,Deutsch,"A story of diaspora. The film criticises the myth of Swiss neutrality, which violently masks structural, systemic, and social passivity.",0.0,0.0,0.982
On Mothers and Daughters,2023.0,Deutsch,"Nina, a young actor, returns to the Ruhr region for her grandmother’s funeral. Tensions surface between her and her mother. The noises of a small town fill the eloquent silences in the complex mother-daughter relationships explored in this endearing film.",5.8,2.0,4.774
Kidnapped - 14 Days of Survival,2023.0,Deutsch,"In 1981, all of Germany fears for the life of Johannes Erlemann, the eleven-year-old son of entrepreneur Jochem Erlemann, who was in custody on suspicion of fraud at the time of his son's abduction. The boy was snatched off his bicycle by his kidnappers, put into a van and then spend two terrible weeks in a shed in the forest fighting for his life having been chained to a wall and left without daylight, while the kidnappers try to extort a large ransom from his wealthy parents.",5.8,3.0,1.199
10 Billion: What's On Your Plate,2015.0,Deutsch,"How can we best meet every earth citizens need for healthy food facing our limited resources? Regarding the almost 10 billion humans living on earth by 2050, we have to decide now how we want to shape the future of agriculture.",6.9,8.0,1.762
Dogfriend,2022.0,Deutsch,"A date takes an unexpected turn in this meditation on race, politics, and history in Germany.",3.5,2.0,2.661
Suspicion,2015.0,Deutsch,"Eva and Max Gruber enjoy a healthy marriage. While she works as a journalist in the cultural sector, he is an independent artist teaching at a local college. The unconventional yet well-liked pedagogue can get his students to enjoy almost anything, even nude drawing. Until one day the police turn up – and accuse him of sexual misconduct. Max and Eva are shocked when the allegation comes at them like a bolt out of the blue. Following several interviews, however, it soon becomes clear that the girl did spend a night at Max’s atelier the previous weekend. Sabine Boss’s TV drama shows how social and media instigation can back a teacher into a corner.",6.5,5.0,1.625
EXHIBITION,2020.0,Deutsch,In an era of smartphones an exhibitionist struggles to get the attention he need. Finally he finds a way to be seen by the people.,1.0,1.0,1.164
Upload,2015.0,Deutsch,"When an amateur sexting video makes the rounds on social media, several involved individuals have to face the consequences. A film that takes on the subject of sexting and cyberbullying.",4.0,4.0,1.339
Familie Lotzmann auf den Barrikaden,2016.0,Deutsch,"In a single afternoon, the early retiree Hubert Lotzmann manages to dupe his sisters-in-law, to betray his autonomous daughter Bille to the police and to forget his wife Annemarie’s birthday. And when she finds out that he has sucked her beloved budgie into the vacuum cleaner and in the process ruined her longstanding Fuzzbuster 500 vacuum cleaner, Annemarie’s patience runs out and she kicks him out: she gives him exactly two hours till dinner – if he doesn’t return with the repaired appliance, he doesn’t need to bother returning at all!",5.0,2.0,1.385
Gladbeck: The Hostage Crisis,2022.0,Deutsch,"In August 1988, two armed bank robbers keep German police at bay for 54 hours during a hostage-taking drama that ends in a shootout and three deaths.",7.508,61.0,3.884
Mutzenbacher,2022.0,Deutsch,"An audition for men aged between 16 and 99. There are no props nor make-up, just pure improvisation. All that is required is the willingness to engage openly with the topic and language of the words on the page. No small challenge, since the text in question is the scandalous novel published anonymously in 1906 “Josefine Mutzenbacher, or the Life Story of a Viennese Whore, as Told by Herself” which, as this film confirms, continues to be the subject of passionate and controversial discussions about desire, even today. What might be world-class pornographic literature for some is seen by others as an abusive depiction of child sexuality.",6.2,8.0,2.493
Air,2018.0,Deutsch,Louk is deep as the sea. Manja is pure as the air. Her love means: No fear. No lie. No trace.,5.0,15.0,1.175
East German Schlager is dead. Long live the East German Schlager!,2023.0,Deutsch,"Siegfried ""Siggi"" Trzoß, a radio moderator from East Berlin, is working tirelessly leading up to his anniversary and 900th show. The music his heart burns for is East German Schlager, a genre politically ignored at first and widely forgotten now. But Siggi keeps the dream alive to this day, making the hearts of seniors jump higher in nostalgia all over east Germany.",0.0,0.0,1.918
Waking Up in Vegas,2023.0,Deutsch,"Yael is at the beginning of puberty and is searching for his own identity between his virile big brother and his queer best friend Aaron. In the process, he not only questions himself, but also endangers his friendship with Aaron.",0.0,0.0,1.197
Wild Mouse,2017.0,Deutsch,"Kings should be treated courteously! At least, that's what famous music critic Georg thinks. But he finds himself counting pennies when his chief editor suddenly fires him from the Viennese newspaper for which he has been writing for decades. While keeping his dismissal a secret from his psychotherapist wife Johanna, whose mind is occupied solely by getting pregnant, Georg begins to plot his revenge.",6.6,75.0,3.949
Käthe Kruse,2015.0,Deutsch,"The young actress Käthe is not 18 when she conquered Berlin's theater stages. Privately she finds her luck alongside the famous artist Max Kruse, but the wild marriage is considered scandalous and has a negative effect on the sale of his art. Thus, Käthe moves without him into an artists' colony on Monte Verità on Lake Maggiore. Out of necessity, she creates a doll that has never been seen before: with a natural expression and vivid facial expressions. What follows is a blitz career. But the phenomenal success of their handmade dolls causes unpleasant imitations - their company is about to go out.",6.3,3.0,2.165
Schöne heile Welt,2018.0,Deutsch,The story of an unlikely friendship which leads an unemployed and xenophobic German to teach a young African immigrant how to ice skate.,5.75,6.0,2.215
The Carlos Benede Story,2017.0,Deutsch,"Carlos Benede is in his thirties, single and helps minors cope with the after-effects of crime. Alexander is a strong-willed and precocious eleven-year-old, who witnesses the horrific death of his mother by his own father. Benede mentors Alexander and the two develop a bond. But when the trial of Alexander’s father is over, it’s time for the two to part. Alexander has been placed in the care of his aunt, but when she is no longer able, a new caregiver must be found. An unconventional counselor from the youth welfare office learns of Alexander’s trust in Benede, who himself grew up in a home, and reunites the two. Although not always easy, the relationship grows and deepens into one of father and son.",8.6,7.0,1.816
Ingenium,2020.0,Deutsch,"As Felicitas' life is turned upside down, she doesn't know if her nightmares are taking over or if something bigger is trying to control her - and the only way to find out the truth is her best friend Natascha who is locked up in an asylum.",5.5,3.0,1.932
The Waldheim Waltz,2018.0,Deutsch,"Ruth Beckermann documents the process of uncovering former UN Secretary General Kurt Waldheim’s wartime past. It shows the swift succession of new allegations by the World Jewish Congress during his Austrian presidential campaign, the denial by the Austrian political class, the outbreak of anti-Semitism and patriotism, which finally led to his election.",7.5,13.0,1.181
Lords of Light,2018.0,Deutsch,"On a film set a light fixture breaks down. The two electricians Olaf and Stefan are called to replace it. The gaffer is not there, so Stefan sees his chance to prove himself to everyone. Olaf on the other side has made muffins and wants to eat them with Stefan, he couldn’t care less about the light. A delicate relationship drama between two tough guys ensues. And the film crew has to wait through it all.",4.0,1.0,0.887
Seventeen,2017.0,Deutsch,"Paula, an above-average intelligent student, is in love with her classmate Charlotte. At the same time she feels permanently provoked by dissolute Lilly to challenge her limits.",6.3,29.0,2.164
Die Notlüge,2017.0,Deutsch,"Hubert and Helga are separated. Hubert has not yet told her about it in order to spare his heart-broken mother. On her 80th birthday he finally wants to tell the truth. The feast takes its course, until at the end all are exhausted, hurt, drunk and desperate and even do not know exactly what they really want. And then, at the right moment, Hubert takes the floor and - lies.",6.4,10.0,2.38
Volt,2016.0,Deutsch,"Germany in the not-too-distant future: The borders are closed, refugees are collected in camps and turned away or accepted. The mood is charged, a police detachment is responsible for keeping the crowd in check. Volt is one of the cops. He accidentally kills a French refugee. The violence spirals out of control. Volt starts up a relationship with the sister of the man he killed and winds up between the fronts.",5.5,15.0,1.795
Die Unsichtbaren,2023.0,Deutsch,"The film follows the career of detective inspector Marianne Atzeroth-Freier through the Hamburg police force of the 80s and 90s. At the end of the 70s, Marianne is 30 years old and a single parent; she becomes one of Hamburg's first female police officers. Marianne is one of the first women ever to be promoted to the Hamburg homicide squad. The opposing forces in this male-dominated world are strong, she is not really taken seriously and is even bullied along the way, until she comes to the attention of the furrier Lutz R.. Against the considerable resistance of her superior, Marianne investigates in her spare time and makes a significant contribution to solving the case of the ""acid barrel murderer"".",0.0,0.0,1.611
Der Bestatter - Der Film,2023.0,Deutsch,"Former undertaker and ex-police officer Luc Conrad comes back to Switzerland to attend a birthday party in a hotel. When the hotel manager dies under mysterious circumstances, he secretly begins to investigate whether it was a murder.",5.75,4.0,1.478
Berlin Metanoia,2016.0,Deutsch,"A dark cloud is creeping over Berlin. As the citizens go about their daily activities, Kore is haunted by a black shadow – a menacing memory from the past. Meanwhile, a full-grown bear escapes from its cage, throwing the whole city into a panic. There is no way out – Kore must face her worst fear.",6.5,2.0,1.25
Sealed Lips,2018.0,Deutsch,A German communist wrongly accused and sent to a labour camp has to keep her past life hidden for the sake of her and her family’s freedom.,6.1,11.0,2.033
Everywhere We Are,2018.0,Deutsch,"Heiko, 29, is a fun-loving dance teacher from Berlin. For the past seven years he has battled with a fatal illness. Just when his family and his friends had begun to get used to Heiko’s continued survival in spite of all the prognoses, he receives the diagnosis that he does not have much longer to live. He decides to return to his parents’ house to die. But even now, Heiko and especially his father, Jürgen, refuse to give up hoping for a miracle.",6.0,1.0,1.258
Black Wedding,2017.0,Deutsch,"The movie is a deeply black comedy about marriage. Not a single word is spoken, but the killing is all the more rigorous. It is the unusual story of a married couple who constantly try to get each other killed out of love-hate. But the murderous couple has done the math without their daughter, who pursues her own dark goals.",2.0,1.0,2.43
All My Loving,2019.0,Deutsch,"Three siblings have all reached a point of their life, at which they realize the need to quickly change some things before they step into the second half of their lifetime. In the midst of chaos, insufficiency and loss they are searching for the path that just might lead them to happiness.",5.85,10.0,1.634
Crows - Nature Is Watching Us,2023.0,Deutsch,"Where there are humans, are also ravens and crows. No animal knows us better.",8.0,1.0,4.442
The Waldheim Waltz,2018.0,Deutsch,"Ruth Beckermann documents the process of uncovering former UN Secretary General Kurt Waldheim’s wartime past. It shows the swift succession of new allegations by the World Jewish Congress during his Austrian presidential campaign, the denial by the Austrian political class, the outbreak of anti-Semitism and patriotism, which finally led to his election.",7.5,13.0,1.181
Deckname Holec,2016.0,Deutsch,"Young director Honza David films the Russian invasion in in Prague in August 1968. With Eva the love of his life he tries to get out of the country. He wants to bring the explosive material to Vienna, to the director of the Austrian Television Helmut Zilk. He knows Eva very well but the Czech Secret Service even better ...",4.75,4.0,1.626
Penthesilea,2018.0,Deutsch,"A transsexual nurse from Puerto Rico and a french Baggage handler cross paths in a foreign city. As their lifes collide and influence each other, they both encounter hidden desires, hope and love.",0.0,0.0,1.397
The Last Supper,2019.0,Deutsch,"On the day Hitler assumes power, the German-Jewish Glickstein family come together for dinner. Most of them—like many Germans at the time—do not take the Nazis seriously. When Leah announces her plans to emigrate to Palestine, her family talks her down. But when Michael indicates he’s actually an admirer of the National Socialist Movement, the family is on the brink of being torn apart.",7.0,3.0,0.995
Darling.Sister,2019.0,Deutsch,"Franz and Lilly run their father's cattle farm together. While Franz is perfectly happy with his life as a cowboy, Lilly dreams of a bigger life. That's when she meets Chris, a musician, with whom she starts a romantic affair.",4.7,3.0,0.922
The Golden Glove,2019.0,Deutsch,A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.,6.938,498.0,28.177
Ich werde nicht schweigen,2017.0,Deutsch,"TV post-war drama about a gruesome chapter of the Nazi era. Nadja Uhl reveals ""wild"" euthanasia in psychiatry. Oldenburg, 1948: For Margaret Oelkers (Uhl) and her two little sons, the pension is not enough as a war-wittwe behind and in front. But the authorities are working hard, not even because of their lack of credentials on the employment of their killed in the war. After an energetic appearance at the office, she is briefly put into the psychiatry of the Wehnen nursing home as a trainee. The consequences are bitter: one attests to their schizophrenia, takes away the children and brings them to the sister in the country. For a year, Margarete was kept in the hospital against her will, and forced to do so with electric shocks. After her release, she was placed under the guardianship of her neighbor Erich Windhorst (Martin Wuttke), a man with an SS past...",5.9,8.0,1.363
Die Drei von der Müllabfuhr - Baby an Bord,2019.0,Deutsch,"""Captain"" Werner and his crew are quite astonished: in the depot of the Berlin garbage disposal there is a stroller with a baby!",5.0,4.0,1.09
Blood Red Sky,2021.0,Deutsch,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.",6.875,1509.0,26.661
Shower,2020.0,Deutsch,"Just letting loose – that is Samiel’s wish for his journey to Krakow. On the bus, there is already some chemistry between him and Nina. He hopes to finally lose his virginity, but can’t really climax once he gets to that one moment. Samiel simply doesn’t feel it.",5.0,2.0,1.423
Why Are We (Not) Creative?,2021.0,Deutsch,"In this second installment of his exploration of creativity, Hermann Vaske looks for factors that inhibit it. He asks artists, activists, and thinkers about things that kill their creativity.",6.0,1.0,3.66
Aus Haut und Knochen,2020.0,Deutsch,"The story follows Lara, a 16 years old girl, and her long and exhausting battle against anorexia. But can you heal someone who doesn't believe they're sick?",8.2,6.0,3.464
Precious Ivie,2021.0,Deutsch,"Two Afro-German half-sisters that never met before, get closer through their father's death, search their roots and find themselves.",6.0,6.0,1.3
Das Dottermandl,2023.0,Deutsch,A man fries an egg. Something goes wrong.,10.0,1.0,1.27
Und dann steht einer auf und öffnet das Fenster,2022.0,Deutsch,"Karla, a strong, sensual and experienced woman, learns that she has terminal cancer. She only has a few months left. After a wild life as a photographer of music bands, full of touring, joints and rock 'n' roll, the woman in her mid-sixties has no desire for sentimentality. She wants to be left alone with her fate and plans a dignified exit. She refuses the help of voluntary euthanasia assistant Fred, a single-parent traffic planner who always means well. But Fred's son Phil, a shy teenager with a great sense of poetry, manages to get in touch with the terminally ill artist. He is allowed to archive their concert photos for posterity - and in the process gets to know the funky student Rona. As Fred, Phil and Karla open up to each other, a wonderful friendship develops. While father and son initially believed that they would accompany Karla when she died, the opposite suddenly happened: they both learned to live from her",7.7,3.0,1.684
Spiderwebhouse,2015.0,Deutsch,"When 12-year-old Jonas’ mother leaves to “fight her demons”, he steps up as head of the household, becoming the unofficial guardian to his younger siblings. With food and money running out, the children retreat into a world of their own where, cloaked eerily in black-and-white, their home turns into one of bugs and mysticism – they make saucepan gardens, they take on insects as pets and spiderwebs encroach. Only the friendship of an odd young homeless man gives Jonas hope to survive in an adult’s world.",5.857,7.0,1.496
Main Man,2018.0,Deutsch,"For Kevin, a shy teenager, being bullied is part of everyday life. But one day an older guy, Benny, comes to his aid. Impressed by Benny's self-as-sured appearance, Kevin seeks his company from then on, and increasingly idolizes him. But Benny's intention is not to protect the younger boy, quite the contrary.",6.025,20.0,2.831
"Russland, Putin und wir Ostdeutsche",2022.0,Deutsch,"Putin’s war of aggression has fundamentally changed the German-Russian relationship. This is especially a special topic for those people who grew up in the GDR. Because what the USA were to many in the west, the Soviet Union was to many in the east: “the big brother”. And now? The invasion of Ukraine by Russia calls old certainties into question, rocked convictions, and runs like a rift through families.  In “Russia, Putin and we East Germans”, the ARD journalist and host Jessy Wellmer embarks on a very personal journey through the east of Germany. Born in 1979 in Güstrow in Mecklenburg, the Russian war of aggression also caused intensive discussions in her family which ultimately were the cause for this film. How do the East Germans think with regard to Russia? Why is there often a greater deal of closeness to Russia here? And what does it say about the divide which still exists in the German populace more than 30 years after the fall of the wall?",0.0,0.0,1.02
"Help, I Shrunk My Teacher",2015.0,Deutsch,"Already having a hard time adjusting at his new school, things take a turn for the bizarre for eleven year old Felix when he accidentally shrinks his strict principal to only fifteen centimetres in height!",5.6,70.0,7.381
The Robber Hotzenplotz,2022.0,Deutsch,"When the infamous Robber Hotzenplotz leaves his hideout in the forest to steal a beloved musical coffee grinder belonging to Kasperl’s grandmother, the town’s clumsy police sergeant proves to be of little help with arresting him. The young Kasperl and his friend Seppel decide that they will track down the thief themselves, but stopping him will not be easy – especially when Hotzenplotz involves the wicked magician Petrosilius who lives in a terrifying castle where he will imprison our heroes. Joined by a fairy-turned-toad, Kasperl and Seppel must escape the castle, catch the two vicious crooks, and bring the coffee grinder back to Kasperl’s beloved grandmother!",5.962,13.0,2.064
The Canary Islands,2016.0,Deutsch,"There are few places on earth that have such a diverse variety of terrain and range of climates concentrated in a relatively small area - temperate coastline, scorching arid deserts and tundra, tropical rainforests and frozen snowcapped mountains. And there are few places that are as heavily exploited by humans, yet remain a wilderness.",8.0,1.0,2.053
Charlotte Link - In the Valley of the Fox,2020.0,Deutsch,Andrew continues searching for his missing wife years after the police close their investigation.,4.3,5.0,0.947
Teodor Currentzis: Utopia,2022.0,Deutsch,"Utopia, the new orchestra of conductor Teodor Currentzis, can be experienced for the first time in Vienna on its inaugural tour with the 1945 version of Igor Stravinsky’s ‘The Firebird’ and Maurice Ravel’s Suite No. 2 of ‘Daphnis et Chloé’, ‘La Valse’ and ‘Boléro’.",10.0,1.0,3.979
Ingrid Steeger - Die Schweizer Jahre,2015.0,Deutsch,Ingrid Steeger talks about her roles in the films of Erwin C. Dietrich.,0.0,0.0,1.69
